Ref,Val,Package,PosX,PosY,Rot,Side
"C3","100n","C_0402_1005Metric",35.475000,30.875000,90.000000,bottom
"C4","100n","C_0402_1005Metric",38.250000,35.120000,-90.000000,bottom
"C5","100n","C_0402_1005Metric",36.260000,35.110000,-90.000000,bottom
"C10","4u7","C_0402_1005Metric",37.675000,32.950000,90.000000,bottom
"C11","4u7","C_0402_1005Metric",35.725000,32.975000,-90.000000,bottom
"C12","4u7","C_0402_1005Metric",27.150000,34.750000,90.000000,bottom
"C13","470n","C_0201_0603Metric",9.750000,36.100000,0.000000,bottom
"C15","4u7","C_0402_1005Metric",29.100000,34.750000,-90.000000,bottom
"C16","100n","C_0402_1005Metric",39.675000,33.875000,180.000000,bottom
"C19","100n","C_0402_1005Metric",38.600000,29.525000,90.000000,bottom
"C20","100n","C_0402_1005Metric",20.950000,32.230000,-90.000000,bottom
"C23","470n","C_0201_0603Metric",24.300000,26.775000,90.000000,bottom
"C32","4u7","C_0402_1005Metric",12.050000,34.800000,90.000000,bottom
"C43","470n","C_0201_0603Metric",32.499999,20.199999,-90.000000,bottom
"C44","4u7","C_0402_1005Metric",32.150000,15.810000,180.000000,bottom
"C45","4u7","C_0402_1005Metric",35.400000,15.400000,90.000000,bottom
"C46","470n","C_0201_0603Metric",30.170000,20.450000,180.000000,bottom
"C47","470n","C_0201_0603Metric",29.624999,19.324999,-90.000000,bottom
"C48","470n","C_0201_0603Metric",30.499998,18.200001,0.000000,bottom
"C49","47u","C_0805_2012Metric",31.300000,34.160000,0.000000,bottom
"C50","470n","C_0201_0603Metric",31.299998,16.610001,180.000000,bottom
"C52","4u7","C_0402_1005Metric",35.310000,20.530000,90.000000,bottom
"C53","470n","C_0201_0603Metric",34.100000,16.200000,90.000000,bottom
"C54","470n","C_0201_0603Metric",34.500000,19.000000,0.000000,bottom
"C55","470n","C_0201_0603Metric",33.699998,19.800000,0.000000,bottom
"C56","470n","C_0201_0603Metric",34.140000,17.800000,90.000000,bottom
"C57","4u7","C_0402_1005Metric",30.100000,15.350001,90.000000,bottom
"C59","4u7","C_0402_1005Metric",31.309998,19.030001,0.000000,bottom
"C60","100u","C_1206_3216Metric",3.800000,10.600000,180.000000,bottom
"C61","470n","C_0201_0603Metric",33.450000,21.250000,0.000000,bottom
"C62","470n","C_0201_0603Metric",31.300000,17.400000,0.000000,bottom
"C63","100u","C_1206_3216Metric",3.800000,13.100000,180.000000,bottom
"C64","100u","C_1206_3216Metric",3.800000,8.000000,180.000000,bottom
"C65","10u","C_0402_1005Metric",31.719999,21.149999,-140.000000,bottom
"C66","4u7","C_0402_1005Metric",35.390000,17.810000,-90.000000,bottom
"C67","470n","C_0201_0603Metric",30.900000,15.400000,-90.000000,bottom
"C68","100u","C_1206_3216Metric",3.900000,28.000000,180.000000,bottom
"C69","470n","C_0201_0603Metric",36.325000,25.650000,90.000000,bottom
"C72","470n","C_0201_0603Metric",39.050000,20.440000,-45.000000,bottom
"C76","470n","C_0201_0603Metric",25.675000,24.550000,180.000000,bottom
"C80","470n","C_0201_0603Metric",38.100000,23.400000,180.000000,bottom
"C81","470n","C_0201_0603Metric",36.375000,21.525000,-45.000000,bottom
"C82","470n","C_0201_0603Metric",39.680000,14.980000,0.000000,bottom
"C83","470n","C_0201_0603Metric",37.700000,17.000000,0.000000,bottom
"C84","470n","C_0201_0603Metric",36.630000,18.330000,-135.000000,bottom
"C85","470n","C_0201_0603Metric",36.325000,14.025000,45.000000,bottom
"C87","4u7","C_0402_1005Metric",40.825000,9.400000,0.000000,bottom
"C89","470n","C_0201_0603Metric",34.500000,12.600000,90.000000,bottom
"C90","470n","C_0201_0603Metric",37.310000,12.610000,-135.000000,bottom
"C91","470n","C_0201_0603Metric",38.100000,9.700000,-90.000000,bottom
"C92","470n","C_0201_0603Metric",40.720000,10.370000,0.000000,bottom
"C94","470n","C_0201_0603Metric",29.800000,21.800000,-90.000000,bottom
"C95","4u7","C_0402_1005Metric",25.275000,21.025000,0.000000,bottom
"C96","100u","C_1206_3216Metric",3.800000,20.200000,180.000000,bottom
"C97","4u7","C_0402_1005Metric",35.150000,24.725000,-90.000000,bottom
"C98","470n","C_0201_0603Metric",32.900000,23.950000,90.000000,bottom
"C99","470n","C_0201_0603Metric",25.330000,13.040000,0.000000,bottom
"C101","470n","C_0201_0603Metric",26.399998,19.150001,180.000000,bottom
"C102","470n","C_0201_0603Metric",26.099998,15.450001,0.000000,bottom
"C103","4u7","C_0402_1005Metric",32.880000,17.030000,180.000000,bottom
"C104","47n","C_0201_0603Metric",19.249998,9.400001,0.000000,bottom
"C105","47n","C_0201_0603Metric",16.899998,9.400001,180.000000,bottom
"C106","47n","C_0201_0603Metric",15.299998,9.400001,0.000000,bottom
"C109","47n","C_0201_0603Metric",16.874998,15.800001,0.000000,bottom
"C110","47n","C_0201_0603Metric",18.474998,15.775001,180.000000,bottom
"C111","47n","C_0201_0603Metric",20.074998,15.800001,180.000000,bottom
"C113","47n","C_0201_0603Metric",13.524998,15.250001,45.000000,bottom
"C118","47n","C_0201_0603Metric",19.260000,8.725001,0.000000,bottom
"C119","47n","C_0201_0603Metric",8.890000,9.400001,180.000000,bottom
"C124","47n","C_0201_0603Metric",15.374998,15.800001,0.000000,bottom
"C125","47n","C_0201_0603Metric",29.250000,15.425000,-90.000000,bottom
"C126","47n","C_0201_0603Metric",28.550000,21.000000,180.000000,bottom
"C127","47u","C_0805_2012Metric",16.410000,2.560000,90.000000,bottom
"C130","470n","C_0201_0603Metric",30.200000,12.500000,-45.000000,bottom
"C131","470n","C_0201_0603Metric",32.890000,11.800000,-90.000000,bottom
"C132","470n","C_0201_0603Metric",25.900000,10.300000,90.000000,bottom
"C133","470n","C_0201_0603Metric",29.800000,10.200000,-90.000000,bottom
"C134","470n","C_0201_0603Metric",30.899999,21.725000,0.000000,bottom
"C135","470n","C_0201_0603Metric",32.920000,19.000001,0.000000,bottom
"C137","470n","C_0201_0603Metric",13.000000,34.700000,90.000000,bottom
"C138","100n","C_0402_1005Metric",22.950000,30.080000,180.000000,bottom
"C139","4u7","C_0402_1005Metric",14.200000,34.075000,90.000000,bottom
"J1","DF40C-100DS-0.4V_51","HRS_DF40C-100DS-0.4V_51_",29.000000,38.500000,180.000000,bottom
"J2","DF40C-100DS-0.4V_51","HRS_DF40C-100DS-0.4V_51_",29.000000,3.500000,180.000000,bottom
"J3","DF40C-100DS-0.4V_51","HRS_DF40C-100DS-0.4V_51_",47.000000,21.000000,90.000000,bottom
"L2","120R","L_0402_1005Metric",36.675000,32.975000,90.000000,bottom
"L3","120R","L_0402_1005Metric",28.150000,34.750000,90.000000,bottom
"L4","120R","L_0402_1005Metric",31.749999,22.624999,0.000000,bottom
"L5","600@100MHz","L_0402_1005Metric",10.800000,34.800000,-90.000000,bottom
"L7","120R","L_0402_1005Metric",22.470000,27.470000,180.000000,bottom
"L9","120R","L_0402_1005Metric",32.840000,18.130000,180.000000,bottom
"Q3","NMOS","SOT-23",43.400000,6.937500,0.000000,bottom
"R2","22R","R_0402_1005Metric",28.600000,26.000000,-90.000000,bottom
"R3","1k5","R_0402_1005Metric",10.050000,37.000000,180.000000,bottom
"R4","1k5","R_0402_1005Metric",10.750000,39.800000,-90.000000,bottom
"R5","10k","R_0402_1005Metric",19.800000,32.500000,90.000000,bottom
"R6","10k","R_0402_1005Metric",19.400000,30.500000,-90.000000,bottom
"R7","4k7","R_0402_1005Metric",33.670000,27.790000,-45.000000,bottom
"R8","4k7","R_0402_1005Metric",36.475000,30.925000,90.000000,bottom
"R10","4k7","R_0402_1005Metric",37.220000,28.200000,180.000000,bottom
"R11","4k7","R_0402_1005Metric",33.225000,30.525000,-45.000000,bottom
"R12","4k7","R_0402_1005Metric",34.560624,28.639376,135.000000,bottom
"R13","10k","R_0402_1005Metric",18.400000,30.500000,90.000000,bottom
"R15","10k","R_0402_1005Metric",42.660000,30.350000,180.000000,bottom
"R16","2k49","R_0402_1005Metric",41.820000,34.490000,90.000000,bottom
"R17","4k7","R_0402_1005Metric",39.625000,31.975000,180.000000,bottom
"R18","4k7","R_0402_1005Metric",40.100000,30.250000,0.000000,bottom
"R19","4k7","R_0402_1005Metric",39.650000,32.925000,0.000000,bottom
"R21","22R","R_0402_1005Metric",21.025000,34.460000,-90.000000,bottom
"R24","8k06","R_0402_1005Metric",21.625000,36.000000,180.000000,bottom
"R27","100k","R_0402_1005Metric",3.190000,15.330000,0.000000,bottom
"R30","100k","R_0402_1005Metric",2.260000,23.400000,0.000000,bottom
"R31","100k","R_0402_1005Metric",2.250000,31.125000,0.000000,bottom
"R46","100R","R_0201_0603Metric",29.700000,17.400000,0.000000,bottom
"R47","100R","R_0201_0603Metric",28.924998,16.600000,0.000000,bottom
"R48","4k7","R_0402_1005Metric",8.360000,12.730000,-90.000000,bottom
"R49","22R","R_0402_1005Metric",22.100000,14.920000,180.000000,bottom
"R50","100R","R_0402_1005Metric",13.699998,10.925001,180.000000,bottom
"R51","22R","R_0402_1005Metric",22.250000,11.350000,180.000000,bottom
"R52","22R","R_0402_1005Metric",22.100000,13.890000,180.000000,bottom
"R54","22R","R_0402_1005Metric",22.100000,16.960000,180.000000,bottom
"R55","22R","R_0402_1005Metric",22.100000,19.920000,180.000000,bottom
"R57","22R","R_0402_1005Metric",22.100000,18.890000,180.000000,bottom
"R59","22R","R_0402_1005Metric",22.100000,26.100000,180.000000,bottom
"R60","22R","R_0402_1005Metric",22.100000,21.975001,180.000000,bottom
"R63","22R","R_0402_1005Metric",22.100000,20.940000,180.000000,bottom
"R64","22R","R_0402_1005Metric",22.100000,25.090000,180.000000,bottom
"R65","22R","R_0402_1005Metric",22.100000,23.030000,180.000000,bottom
"R68","22R","R_0402_1005Metric",22.090000,17.900000,180.000000,bottom
"R69","22R","R_0402_1005Metric",22.100000,24.080000,180.000000,bottom
"R70","22R","R_0402_1005Metric",22.250000,8.700000,180.000000,bottom
"R71","22R","R_0402_1005Metric",22.250000,12.550000,180.000000,bottom
"R72","22R","R_0402_1005Metric",22.099998,15.950001,180.000000,bottom
"R73","22R","R_0402_1005Metric",22.250000,10.150000,180.000000,bottom
"R76","10k","R_0402_1005Metric",15.700000,30.500000,90.000000,bottom
"R80","100k","R_0402_1005Metric",12.000000,30.500000,90.000000,bottom
"R81","100k","R_0402_1005Metric",13.000000,30.500000,-90.000000,bottom
"R82","100k","R_0402_1005Metric",6.525000,31.250000,90.000000,bottom
"R83","100k","R_0402_1005Metric",7.125000,32.725000,0.000000,bottom
"R87","10k","R_0402_1005Metric",18.140000,32.800000,180.000000,bottom
"R88","10k","R_0402_1005Metric",12.140000,7.810000,180.000000,bottom
"R89","10k","R_0402_1005Metric",10.230000,7.820000,180.000000,bottom
"R92","10k","R_0402_1005Metric",31.300000,14.050000,0.000000,bottom
"R93","10k","R_0402_1005Metric",34.300000,14.400000,110.000000,bottom
"R97","10k","R_0402_1005Metric",10.800000,32.900000,90.000000,bottom
"R98","4k7","R_0402_1005Metric",32.840000,14.430000,-90.000000,bottom
"U5","USB3318","QFN-24-1EP_4x4mm_P0.5mm_EP2.6x2.6mm",24.000000,33.125000,-90.000000,bottom
"U7","IS21ES08G","BGA153N50P14X14_1150X1300X100",13.064998,23.430001,-90.000000,bottom
"X1","ASCO","Oscillator_SMD_Kyocera_4PIN_2.0x1.6mm",19.125000,34.875000,0.000000,bottom
"X3","CMOS_OSC","Oscillator_SMD_Kyocera_4PIN_2.0x1.6mm",26.050000,26.650000,90.000000,bottom
"C1","4u7","C_0402_1005Metric",40.050000,29.275000,0.000000,top
"C2","100n","C_0402_1005Metric",40.050000,28.300000,0.000000,top
"C6","100n","C_0402_1005Metric",41.600000,31.900000,90.000000,top
"C7","4u7","C_0402_1005Metric",42.750000,31.850000,90.000000,top
"C8","4u7","C_0402_1005Metric",1.120000,34.555000,90.000000,top
"C9","4u7","C_0402_1005Metric",4.070000,34.505000,90.000000,top
"C17","100n","C_0402_1005Metric",33.970000,35.410000,90.000000,top
"C18","100n","C_0402_1005Metric",40.510000,35.350000,90.000000,top
"C21","100n","C_0402_1005Metric",42.650000,3.750000,180.000000,top
"C22","100n","C_0402_1005Metric",46.565000,34.600000,90.000000,top
"C24","47u","C_0805_2012Metric",3.990000,10.230000,180.000000,top
"C25","22u","C_0805_2012Metric",3.090000,16.967497,0.000000,top
"C26","22u","C_0805_2012Metric",3.100000,24.830000,180.000000,top
"C27","47u","C_0805_2012Metric",3.100000,19.905000,180.000000,top
"C28","47u","C_0805_2012Metric",3.100000,32.530000,180.000000,top
"C29","47u","C_0805_2012Metric",3.100000,27.610000,180.000000,top
"C30","22u","C_0805_2012Metric",8.775002,3.850000,-90.000000,top
"C31","47u","C_0805_2012Metric",14.975002,3.756700,-90.000000,top
"C33","470n","C_0201_0603Metric",10.430000,24.670000,90.000000,top
"C34","4u7","C_0402_1005Metric",11.850000,24.530000,-90.000000,top
"C35","470n","C_0201_0603Metric",16.600000,39.275000,90.000000,top
"C36","4u7","C_0402_1005Metric",7.200000,40.350000,90.000000,top
"C37","470n","C_0201_0603Metric",16.000000,32.700000,0.000000,top
"C38","4u7","C_0402_1005Metric",16.350000,24.250000,180.000000,top
"C39","470n","C_0201_0603Metric",13.500000,22.620000,180.000000,top
"C40","4u7","C_0402_1005Metric",10.010000,27.040000,180.000000,top
"C41","470n","C_0201_0603Metric",17.900000,32.700000,180.000000,top
"C42","100u","C_1206_3216Metric",6.400000,19.300000,-90.000000,top
"C51","100u","C_1206_3216Metric",6.110000,7.170000,-90.000000,top
"C58","100u","C_1206_3216Metric",2.690000,7.630000,180.000000,top
"C70","4u7","C_0402_1005Metric",42.025000,39.475000,90.000000,top
"C71","4u7","C_0402_1005Metric",27.575000,38.500000,0.000000,top
"C73","47u","C_0805_2012Metric",23.275000,35.900000,180.000000,top
"C74","47u","C_0805_2012Metric",47.200000,31.600000,0.000000,top
"C75","47u","C_0805_2012Metric",47.700000,10.700000,180.000000,top
"C77","4u7","C_0402_1005Metric",44.975000,15.350000,0.000000,top
"C78","4u7","C_0402_1005Metric",42.825000,37.625000,0.000000,top
"C79","4u7","C_0402_1005Metric",48.730000,22.810000,180.000000,top
